,Title,Published_date,views,likes,favoriteCount,Month
1113,Impact Of Artificial Intelligence On HealthCare,2020-01-28,4567,171,0,Jan
1114,Tutorial 5- QlikSense Hubs And Dashboard,2020-01-28,2469,28,0,Jan
1115,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,2020-01-27,163143,3989,0,Jan
1116,Step By Step Action Plan For Learning Data Science in 2020,2020-01-26,243930,8781,0,Jan
1117,Salary Of Data Scientist In India And US In 2020,2020-01-25,170316,4165,0,Jan
1118,We Reached 100k Subscribers. This Video is Dedicated To You All,2020-01-25,1776,175,0,Jan
1119,Tutorial 4- QlikSense Installation- Business Intelligence,2020-01-23,2512,39,0,Jan
1120,"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",2020-01-23,104977,1774,0,Jan
1121,How To Do I Manage My Time Apart from My Professional Life,2020-01-22,4340,230,0,Jan
1122,Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,2020-01-22,2165,18,0,Jan
1123,Tutorial 2- Why BI Visualization Tools Are Required?,2020-01-22,4906,69,0,Jan
1124,Tutorial 1- What is Data Visualization and Its Importance?,2020-01-21,19030,247,0,Jan
1125,What is Data Leakage In Machine Learning?,2020-01-20,24539,1336,0,Jan
1126,LiveQ&A,2020-01-20,3203,186,0,Jan
1127,How To Debug Python Code In Spyder IDE,2020-01-20,55631,596,0,Jan
1128,Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,2020-01-17,2643,78,0,Jan
1129,Tutorial 7: Deploying Machine Learning Models In Azure Cloud,2020-01-17,39082,592,0,Jan
1130,Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,2020-01-15,18379,440,0,Jan
1131,Creating Pipelines Using SKlearn- Machine Learning Tutorial,2020-01-14,68812,1724,0,Jan
1132,Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,2020-01-12,62037,996,0,Jan
1133,"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",2020-01-10,356375,7405,0,Jan
1134,Top PGDM Colleges For Data Science In India,2020-01-10,17093,341,0,Jan
1135,Best Python Books To Read In 2020,2020-01-10,5120,166,0,Jan
1136,Colleges For Msc In Data Science and Big Data Analytics In India,2020-01-09,38237,717,0,Jan
1137,Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,2020-01-09,10425,281,0,Jan
1138,Story Telling- Important Aspects In Data Science,2020-01-08,9937,408,0,Jan
1139,"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",2020-01-06,194973,4156,0,Jan
1140,Ethics And Data Science- Must Read Book For Data Science Aspirants,2020-01-05,3545,166,0,Jan
1141,Best Free Data Sets For Data Science Projects,2020-01-04,20279,782,0,Jan
1142,Best Free Books For Learning Data Science in 2020,2020-01-04,49565,1693,0,Jan
1143,Tutorial 32- Problems In Simple Recurrent Neural Network,2020-01-03,52540,1191,0,Jan
1144,Tutorial 31- Back Propagation In Recurrent Neural Network,2020-01-02,69083,1683,0,Jan
1145,Important Steps To Improve Your Programming Skills,2019-12-29,7058,332,0,Dec
1146,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,2019-12-27,80108,2140,0,Dec
1147,Last Live Q&A Of 2019,2019-12-27,3045,170,0,Dec
1148,The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,2019-12-26,7086,229,0,Dec
1149,Tutorial 29- Why Use Recurrent Neural Network and Its Application,2019-12-25,106441,2402,0,Dec
1150,Some Important Suggestions For Data Science Aspirants,2019-12-25,8793,454,0,Dec
1151,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",2019-12-23,120068,2318,0,Dec
1152,Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,2019-12-23,81361,1352,0,Dec
1153,Should We Use Machine Learning or Deep Learning For Data Science Project?,2019-12-22,17507,844,0,Dec
1154,Machine Learning Project Vs Deep Learning Project,2019-12-21,7312,280,0,Dec
1155,Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,2019-12-21,91939,1445,0,Dec
1156,Step By Step Understanding Of Implementing Data Science Project,2019-12-20,61700,2450,0,Dec
1157,Tutorial 25- Data Augmentation In CNN-Deep Learning,2019-12-19,52547,1315,0,Dec
1158,Fresher and Experienced Professional Has This Common Question Regarding Data Science?,2019-12-18,6221,282,0,Dec
1159,Data Science In Cyber Security In 2020,2019-12-17,14168,489,0,Dec
1160,Thank You All For Sharing Your Knowledge,2019-12-16,1733,122,0,Dec
1161,Data Science Q&A LIVE,2019-12-15,4477,266,0,Dec
1162,Best Youtube Channels To Study Data Science For Free,2019-12-15,59374,3091,0,Dec
1163,Various Roles and Responsibilities in Data Science,2019-12-14,2914,136,0,Dec
1164,Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,2019-12-11,82772,1339,0,Dec
1165,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,2019-12-10,193917,4722,0,Dec
1166,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,2019-12-08,218134,4561,0,Dec
1167,Data Science General Q&A,2019-12-08,3522,166,0,Dec
1168,"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",2019-12-08,2500,106,0,Dec
1169,Role of Data Analyst Vs Role of Business Analyst,2019-12-07,5073,197,0,Dec
1170,Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,2019-12-07,3191,141,0,Dec
1171,Perform Web Scraping On Wikipedia- Data Science,2019-12-05,16066,370,0,Dec
1172,Important Points Everybody Should Know While Implementing Data Science Projects,2019-12-04,5589,290,0,Dec
1173,Tutorial 24-Z Score Statistics Data Science,2019-12-03,91794,2038,0,Dec
1174,Air Quality Index Prediction- Data Collection Part 1,2019-12-03,138298,1259,0,Dec
1175,How to Optimize Linked In Profile For Data Scientist Jobs,2019-12-02,9199,334,0,Dec
1176,Tutorial 25- Probability Density function and CDF- EDA-Data Science,2019-11-30,101520,2623,0,Nov
1177,Tutorial 24- Histogram in EDA- Data Science,2019-11-29,51828,1101,0,Nov
1178,"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",2019-11-28,91431,1718,0,Nov
1179,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",2019-11-27,197098,4247,0,Nov
1180,How Can A Non Technical Person Become Data Scientist,2019-11-27,131476,4003,0,Nov
1181,AI VS ML VS DL VS Data Science,2019-11-26,2230706,53479,0,Nov
1182,A/B Testing In Data Science,2019-11-25,34213,798,0,Nov
1183,Word2Vec Easily Explained- Data Science,2019-11-24,111389,1895,0,Nov
1184,Hiring Process Of Data Scientist and Interns,2019-11-23,14572,525,0,Nov
1185,Best Programming Practices For Data Science,2019-11-22,21280,916,0,Nov
1186,MLMINDS Data Science Course Review,2019-11-21,8771,192,0,Nov
1187,What are the Prerequisites To Learn Data Science,2019-11-21,37080,1405,0,Nov
1188,Top 5 Technology To Learn in 2020,2019-11-20,28956,942,0,Nov
1189,Apply Data Science Technique In Your Domain,2019-11-19,2134,116,0,Nov
1190,What Are Data Products?,2019-11-18,4972,199,0,Nov
1191,How To Apply Reverse Engineering To Learn Data Science,2019-11-17,10222,510,0,Nov
1192,How To Become Freelancer Data Scientist,2019-11-13,59028,2104,0,Nov
1193,My Experience In Service Based and Product Based Company,2019-11-12,97333,3168,0,Nov
1194,What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),2019-11-11,4322,216,0,Nov
1195,Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,2019-11-11,14203,275,0,Nov
1196,Tutorial 24- Max Pooling Layer In CNN,2019-11-10,64864,1649,0,Nov
1197,Tutorial 23- Operation Of CNN(CNN vs ANN),2019-11-10,66973,1872,0,Nov
1198,Reverse Engineering -An Efficient Way To Learn Machine Learning,2019-11-09,7845,300,0,Nov
1199,Machine Learning Researcher Vs Data Scientist,2019-11-08,2316,140,0,Nov
1200,Standardization Vs Normalization- Feature Scaling,2019-11-07,188848,5417,0,Nov
1201,How To Crack Interviews in Product Based Companies Like Amazon or Google,2019-11-06,22906,792,0,Nov
1202,"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",2019-11-06,55826,1126,0,Nov
1203,Business Analyst Vs Data Analyst,2019-11-05,43704,1512,0,Nov
1204,Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,2019-11-04,35423,921,0,Nov
1205,"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",2019-11-04,3357,158,0,Nov
1206,Tutorial 19-  Python Iterables vs Iterators,2019-11-04,38836,952,0,Nov
1207,Top 5 Programming Language To Learn in 2020,2019-11-03,10386,352,0,Nov
1208,Tutorial 18- Python Advanced String Formatting,2019-11-03,33520,713,0,Nov
1209,Tutorial 17- Python List Comprehension,2019-11-03,42872,1006,0,Nov
1210,My Path Towards 50K Subscribers,2019-11-02,939,91,0,Nov
1211,Why Machine Learning Projects Fail In Production,2019-10-31,5587,293,0,Oct
1212,Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,2019-10-30,81649,1656,0,Oct
1213,Live Q&A,2019-10-29,3259,193,0,Oct
1214,Top 5 Python IDEs For Data Science,2019-10-28,26522,693,0,Oct
1215,Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,2019-10-27,1684,118,0,Oct
1216,How To Review An Online Course For Data Science,2019-10-26,6646,229,0,Oct
1217,Will AutoML Replace Data Scientist Job? Myth,2019-10-25,8749,370,0,Oct
1218,Future Scope Of Data Science,2019-10-24,32567,1014,0,Oct
1219,Never Give Up- My Story,2019-10-23,88016,4778,0,Oct
1220,Tutorial 16- Filter Functions In Python,2019-10-23,41797,773,0,Oct
1221,Tutorial 15- Map Functions using Python,2019-10-22,59840,1266,0,Oct
1222,Tutorial 14 - List Comprehension using Python,2019-10-22,2970,84,0,Oct
1223,Tutorial 13- Python Lambda Functions,2019-10-22,49231,1100,0,Oct
1224,Non Technical Skills That We Must Have As A Data Scientist,2019-10-22,4211,215,0,Oct
1225,How To Implement A Real World Usecase or Project For Data Science,2019-10-21,8764,463,0,Oct
1226,Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,2019-10-21,7210,303,0,Oct
1227,"Tutorial 12- Python Functions, Positional and Keywords Arguments",2019-10-20,55213,1000,0,Oct
1228,My Path From Dot Net Developer To Data Scientist- Motivation,2019-10-19,24536,827,0,Oct
1229,Automated Machine Learning In Python (Automl),2019-10-18,17076,564,0,Oct
1230,Top 3 Skillset In Data Science That We Should Have,2019-10-17,10057,472,0,Oct
1231,How To Go Ahead in Writing Research Papers,2019-10-16,20147,806,0,Oct
1232,How To Apply And Get Internship For Data Science Opportunities,2019-10-11,60733,2717,0,Oct
1233,Fast.ai Course and Why We Should Learn It?,2019-10-10,25866,855,0,Oct
1234,How Did I Learn Deep Learning in 2.5 months?,2019-10-09,36802,1427,0,Oct
1235,Live Q&A- Answering your Questions.,2019-10-08,3863,235,0,Oct
1236,Why Data Structures Are Important For Every Programmer?,2019-10-07,37819,2004,0,Oct
1237,Why Data Scientist Require Knowledge In Linux OS?,2019-10-05,13873,633,0,Oct
1238,Tutorial 3- Deployment of NLP Model in Heroku Cloud,2019-10-05,29244,517,0,Oct
1239,Flask Vs Django and When Should You Use What?,2019-10-04,82215,2950,0,Oct
1240,Why Are You Not Getting Interview Calls for Data Science?,2019-10-03,21435,992,0,Oct
1241,Live Q&A.,2019-10-02,3646,247,0,Oct
1242,"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",2019-10-02,59505,1129,0,Oct
1243,"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",2019-10-02,89935,1698,0,Oct
1244,Tutorial 8- Matplotlib (Simple Visualization Library),2019-10-02,90345,1500,0,Oct
1245,"Tutorial 7- Pandas-Reading JSON,Reading HTML, Read PICKLE, Read EXCEL Files- Part 3",2019-09-30,78583,1492,0,Sep
1246,Why and When Should we Perform Feature Normalization?,2019-09-30,16718,658,0,Sep
1247,"Tutorial 6- Pandas,Reading CSV files With Various Parameters- Part 2",2019-09-29,118108,2221,0,Sep
1248,Best Laptop Configuration For Learning Machine Learning and Deep Learning,2019-09-28,119751,3696,0,Sep
1249,How to Prepare For Data Science Interviews,2019-09-27,38706,1359,0,Sep
1250,"Tutorial 5- Pandas, Data Frame and Data Series Part-1",2019-09-26,131667,2720,0,Sep
1251,How To Become Expertise in Exploratory Data Analysis,2019-09-25,112637,4033,0,Sep
1252,Tutorial 4 - Numpy and Inbuilt Functions Tutorial,2019-09-25,172980,2731,0,Sep
1253,"Tutorial 3- Python Sets, Dictionaries and Tuples",2019-09-24,123628,1898,0,Sep
1254,Tutorial 2 - Python List  and Boolean Variables,2019-09-24,182098,2573,0,Sep
1255,Tutorial 1- Anaconda Installation and Python Basics,2019-09-23,307447,3589,0,Sep
1256,Selecting YouTube As A Career Option? Is It Worth?,2019-09-19,3200,158,0,Sep
1257,How Did I Learn Machine Learning in 3 Months,2019-09-18,325462,11800,0,Sep
1258,Detailed Salary Comparison Between Data Analyst and Data Scientist,2019-09-17,33594,739,0,Sep
1259,Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,2019-09-17,9057,140,0,Sep
1260,Salary Comparison Between Data Scientist vs Software Engineer,2019-09-16,79268,1979,0,Sep
1261,Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,2019-09-16,16447,319,0,Sep
1262,Live Q&A Internship Opportunities,2019-09-15,4732,395,0,Sep
1263,Kaggle Competition- Implement A DNA Classifier using NLP,2019-09-14,10726,270,0,Sep
1264,Kaggle Competition- Predict Stock Price Movement Based On News Headline using NLP,2019-09-14,56128,1210,0,Sep
1265,Statistics-Finding Outliers in Dataset using Z- score and IQR,2019-09-13,69195,1624,0,Sep
1266,Featuring Engineering- How To Handle Ordinal Categories(Ordinal Encoding),2019-09-13,27526,515,0,Sep
1267,Statistics- What is Pearson Correlation Coefficient? Difference between Correlation and Covariance,2019-09-12,163021,4196,0,Sep
1268,Featuring Engineering- Handle Categorical Features Many Categories(Count/Frequency Encoding),2019-09-12,53826,1313,0,Sep
1269,Skills Required To Become A Data Analyst and a Data Scientist,2019-09-11,18812,690,0,Sep
1270,Kaggle Competition- I Used Deep Learning Technique and did the Accuracy Increase? Part 3,2019-09-10,13852,248,0,Sep
1271,Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,2019-09-09,39557,691,0,Sep
1272,Kaggle Competition - House Prices: Advanced Regression Techniques Part1,2019-09-08,204540,3340,0,Sep
1273,Various Roles and Responsibilities in Data Science,2019-09-08,10559,430,0,Sep
1274,Live Q&A (Discussion Regarding Upcoming Videos),2019-09-07,2898,198,0,Sep
1275,Machine Learning Engineer VS Data Scientist,2019-09-05,34379,1151,0,Sep
1276,STATISTICS- Chebyshev's InEquality,2019-09-05,71997,1399,0,Sep
1277,STATISTICS- What is Central Limit Theorem?,2019-09-04,117093,2585,0,Sep
1278,STATISTICS- Gaussian/ Normal Distribution,2019-09-04,102381,2418,0,Sep
1279,STATISTICS- PERCENTILES and QUANTILES,2019-09-03,63254,1551,0,Sep
1280,STATISTICS-  Population VS Sample and it's Importance,2019-09-03,68045,1869,0,Sep
1281,Guidelines To Prepare Resume For Data Scientist Role,2019-09-02,25026,873,0,Sep
1282,STATISTICS- What are Random Variables and It's Types and its Importance?,2019-09-02,65671,1757,0,Sep
1283,STATISTICS- Variance and Standard Devation,2019-09-01,158162,3124,0,Sep
1284,"STATISTICS- Mean, Median And Mode Explained Easily",2019-09-01,149349,3491,0,Sep
1285,Saturday Live Q&A,2019-08-31,3201,193,0,Aug
1286,What is AdaBoost (BOOSTING TECHNIQUES),2019-08-31,193615,3888,0,Aug
1287,Why Python is the Best Programming Language For Machine Learning?,2019-08-30,91803,2530,0,Aug
1288,How To Get Data Science Jobs For Freshers,2019-08-29,140204,4926,0,Aug
1289,Online Courses for Data Science Specialization,2019-08-28,248211,8399,0,Aug
1290,How To Learn Data Science by Self Study and For Free,2019-08-27,492619,26055,0,Aug
1291,Do We Require Master OR PHD to Become Data Scientist?,2019-08-27,12386,529,0,Aug
1292,Answering Your Questions and Some More Updates,2019-08-26,8150,339,0,Aug
1293,Tutorial 2- Deployment of ML models in Heroku using FLASK,2019-08-25,136887,3222,0,Aug
1294,Tutorial 1- Deployment of Models- Premises VS IAAS vs PAAS cloud Platforms,2019-08-25,107258,1583,0,Aug
1295,How To Apply Data Science In Your Domain?,2019-08-24,5017,206,0,Aug
1296,Tutorial 43-Random Forest Classifier and Regressor,2019-08-24,251340,9610,0,Aug
1297,Important Tools and Libraries Used By Data Scientist,2019-08-23,21737,786,0,Aug
1298,Tutorial 42 - Ensemble: What is Bagging (Bootstrap Aggregation)?,2019-08-23,180822,5336,0,Aug
1299,How To Learn Data Science Smartly?,2019-08-22,1372652,44824,0,Aug
1300,Tutorial 22- Padding in Convolutional Neural Network,2019-08-21,76386,1976,0,Aug
1301,The Role of Maths in Data Science and How to Learn?,2019-08-21,95804,3742,0,Aug
1302,Tutorial 21- What is Convolution operation in CNN?,2019-08-20,132580,2991,0,Aug
1303,Tutorial 20- Convolution Neural Network vs Human Brain,2019-08-20,49290,1115,0,Aug
1304,How To Handle Missing Values in Categorical Features,2019-08-20,69229,1896,0,Aug
1305,Cosine Similarity and Cosine Distance,2019-08-19,72902,2348,0,Aug
1306,Euclidean Distance and Manhattan Distance,2019-08-19,158081,5965,0,Aug
1307,Why Do I Teach? Motivations,2019-08-17,4412,274,0,Aug
1308,Data Engineer vs Data Analyst vs Data Scientist,2019-08-17,168586,5374,0,Aug
1309,What Do A Data Scientist Do?,2019-08-16,28650,1023,0,Aug
1310,Why Do We Need to Perform Feature Scaling?,2019-08-15,92958,2613,0,Aug
1311,Different Types of Feature Engineering Encoding Techniques,2019-08-15,131498,3675,0,Aug
1312,How to Crack Data Science Interviews- Motivations,2019-08-14,64925,2078,0,Aug
1313,What should be your Salary Expectation as a Data Scientist?,2019-08-13,96381,1639,0,Aug
1314,Step By Step Transition Towards Data Science,2019-08-12,133361,4518,0,Aug
1315,Tutorial 37: Entropy In Decision Tree Intuition,2019-08-11,185117,3055,0,Aug
1316,Feature Engineering-How to Perform One Hot Encoding for Multi Categorical Variables,2019-08-10,170972,2450,0,Aug
1317,Complete Life Cycle of a Data Science Project,2019-08-10,40736,1323,0,Aug
1318,My Path on Becoming a Data Scientist- Motivation,2019-08-09,149806,4228,0,Aug
1319,Train Test Split vs K Fold vs Stratified K fold Cross Validation,2019-08-08,50263,961,0,Aug
1320,What is Cross Validation and its types?,2019-08-08,143933,3916,0,Aug
1321,Tutorial 19- Training Artificial Neural Network using Google Colab GPU,2019-08-07,55921,1035,0,Aug
1322,Tutorial 18- Hyper parameter Tuning To Decide Number of Hidden Layers in Neural Network,2019-08-06,58209,1070,0,Aug
1323,Tutorial 17- Create Artificial Neural Network using Weight Initialization Tricks,2019-08-05,79608,1593,0,Aug
1324,Tutorial 5- Content Based Recommendation System,2019-08-04,45126,676,0,Aug
1325,Tutorial 4- Book Recommendation using Collaborative Filtering,2019-08-03,30566,451,0,Aug
1326,Tutorial 16- AdaDelta and RMSprop optimizer,2019-08-02,46848,1143,0,Aug
1327,Tutorial 3- Book Recommendation System using Pearson Correlation,2019-08-02,21124,408,0,Aug
1328,Tutorial 2-  Creating Recommendation Systems using Nearest Neighbors,2019-08-01,45034,772,0,Aug
1329,Tutorial 1- Weighted hybrid technique for Recommender system,2019-07-31,71884,961,0,Jul
1330,Tutorial 15- Adagrad Optimizers in Neural Network,2019-07-31,59140,1724,0,Jul
1331,Tutorial 14- Stochastic Gradient Descent with Momentum,2019-07-30,69642,1803,0,Jul
1332,Tutorial 13- Global Minima and Local Minima in Depth Understanding,2019-07-29,59077,1404,0,Jul
1333,Tutorial 12- Stochastic Gradient Descent vs Gradient Descent,2019-07-28,115455,2744,0,Jul
1334,Python Application to Track Amazon Product Prices,2019-07-27,6528,140,0,Jul
1335,Recommendation Systems using Machine Learning,2019-07-26,76269,1424,0,Jul
1336,Tutorial 11- Various Weight Initialization Techniques in Neural Network,2019-07-26,76360,1815,0,Jul
1337,Tutorial 10- Activation Functions Rectified Linear Unit(relu) and Leaky Relu Part 2,2019-07-25,93923,1512,0,Jul
1338,Tutorial 9- Drop Out Layers in Multi Neural Network,2019-07-24,97045,2624,0,Jul
1339,Tutorial 8- Exploding Gradient Problem in Neural Network,2019-07-23,81825,2215,0,Jul
1340,Tutorial 7- Vanishing Gradient Problem,2019-07-22,117820,2867,0,Jul
1341,Tutorial 6-Chain Rule of Differentiation with BackPropagation,2019-07-19,105495,2685,0,Jul
1342,Tutorial 5- How to train MultiLayer Neural Network and Gradient Descent,2019-07-18,126568,3383,0,Jul
1343,Tutorial 4: How to train Neural Network with BackPropogation,2019-07-18,131785,3300,0,Jul
1344,Tutorial 3-Activation Functions Part-1,2019-07-17,129449,2583,0,Jul
1345,Tutorial 2- How does Neural Network Work,2019-07-17,125182,1990,0,Jul
1346,Tutorial 1- Introduction to Neural Network and Deep Learning,2019-07-17,259223,3895,0,Jul
1347,Malaria Disease Detection using Deep Learning,2019-07-15,15520,262,0,Jul
1348,How to Read Dataset in Google Colab from Google Drive,2019-07-14,167276,2317,0,Jul
1349,Finding an outlier in a dataset using Python,2019-07-13,94275,1918,0,Jul
1350,Diabetes Prediction using Machine Learning from Kaggle,2019-07-12,80305,1434,0,Jul
1351,How to choose number of hidden layers and nodes in Neural Network,2019-07-11,57742,921,0,Jul
1352,"Why, How and When to Scale Features in Machine Learning?",2019-07-10,22340,582,0,Jul
1353,Credit card Risk Assessment using Machine Learning,2019-07-09,16331,285,0,Jul
1354,DNA Sequencing Classifier using  Machine Learning,2019-06-28,22371,461,0,Jun
1355,Tutorial 46-Handling imbalanced Dataset using python- Part 2,2019-06-27,49283,1200,0,Jun
1356,Tutorial 45-Handling imbalanced Dataset  using python- Part 1,2019-06-27,84572,1429,0,Jun
1357,Hyperparameter Optimization for Xgboost,2019-06-26,80733,1619,0,Jun
1358,Credit Card Fraud Detection using Machine Learning from Kaggle,2019-06-25,130070,1928,0,Jun
1359,Voting Classifier(Hard Voting and Soft Voting Classifier),2019-06-25,13138,287,0,Jun
1360,Random Forest(Bootstrap Aggregation) Easily Explained,2019-06-24,22163,425,0,Jun
1361,Stock Sentiment Analysis using News Headlines,2019-06-23,21914,424,0,Jun
1362,Predicting Lungs Disease using Deep Learning,2019-06-22,40147,821,0,Jun
1363,Predicting Heart Disease using Machine Learning,2019-06-21,90214,1568,0,Jun
1364,K Nearest Neighbour Easily Explained with Implementation,2019-06-18,176501,3121,0,Jun
1365,How to Visualize Multiple Linear Regression in python,2019-06-18,25344,256,0,Jun
1366,Deployment of Deep Learning Model using Flask,2019-06-17,55808,942,0,Jun
1367,Deploy Machine Learning Model using Flask,2019-06-16,203233,3597,0,Jun
1368,Handling Missing Data Easily Explained| Machine Learning,2019-06-15,97316,1970,0,Jun
1369,Cross Validation using sklearn and python | Machine Learning,2019-06-13,7562,168,0,Jun
1370,Tutorial 29-R square and Adjusted R square Clearly Explained| Machine Learning,2019-06-12,100461,2140,0,Jun
1371,Feature Selection Techniques Easily Explained | Machine Learning,2019-06-11,151812,3464,0,Jun
1372,Curse of Dimensionality Easily explained| Machine Learning,2019-06-10,36394,809,0,Jun
1373,DBSCAN Clustering Easily Explained with Implementation,2019-06-05,98895,2070,0,Jun
1374,Machine Learning Algorithm- Which one to choose for your Problem?,2019-05-30,117106,4113,0,May
1375,Handle Categorical features using Python,2019-05-24,27326,566,0,May
1376,Linear Regression Mathematical Intuition,2019-05-01,18282,326,0,May
1377,How to switch your career to Data Science.,2019-04-12,18950,443,0,Apr
1378,Setting up Raspberry pi 3 B+,2019-04-05,12337,150,0,Apr
1379,Deep Learning in Medical Science,2019-04-04,55140,348,0,Apr
1380,How we can apply Machine Learning in Finance,2019-04-03,13550,260,0,Apr
1381,Complete Life Cycle of a Data Science Project,2019-03-27,62111,996,0,Mar
1382,Draw rectangle from webcam and sketch process it on a live feed,2019-03-03,7480,111,0,Mar
1383,Unlock Your Application With Your Face using OpenCV,2019-02-26,13807,311,0,Feb
1384,Gender Classifier and Age Estimator using Resnet Convolution Neural Network,2019-02-25,34239,493,0,Feb
1385,Implement Transfer Learning with a generic Code Template,2019-02-21,5357,110,0,Feb
1386,Hierarchical Clustering intuition,2019-02-14,45342,930,0,Feb
1387,Create custom Alexa Skill- Lambda function- Part2,2019-02-14,3098,29,0,Feb
1388,Create custom Alexa Skill- Intent Interface- Part1,2019-02-14,8724,76,0,Feb
1389,K Means Clustering Intuition,2019-02-13,102460,1915,0,Feb
1390,K Nearest Neighbor classification with Intuition and practical solution,2019-02-12,101291,2189,0,Feb
1391,RandomizedSearchCV- Select the best hyperparameter for any Classification Model,2019-02-09,25700,460,0,Feb
1392,GridSearchCV- Select the best hyperparameter for any Classification Model,2019-02-08,66272,1516,0,Feb
1393,Artificial Neural Network for Customer's Exit Prediction from Bank,2019-02-06,13996,242,0,Feb
1394,"Precision, Recall and F1-Score",2019-02-05,52767,856,0,Feb
1395,"TPR,FPR,FNR,TNR, Confusion Matrix",2019-02-04,48069,1103,0,Feb
1396,Movie Recommender System using Python,2019-02-02,127279,2593,0,Feb
1397,Dimensional Reduction| Principal Component Analysis,2019-02-02,107503,2256,0,Feb
1398,Multiple Linear Regression using python and sklearn,2019-01-31,110492,2368,0,Jan
1399,OpenPose Tutorial with Tensorflow,2019-01-23,17664,138,0,Jan
1400,Using OpenFace for Face recognition in Keras,2019-01-22,7111,41,0,Jan
1401,"Reading, Writing and Displaying images with Opencv| OpenCV Tutorial",2019-01-19,14845,209,0,Jan
1402,OpenCV Installation | OpenCV tutorial,2019-01-19,34326,299,0,Jan
1403,Face and Eye Detection from Images using HAAR Cascade Classifier,2019-01-19,15949,210,0,Jan
1404,Car Detection using HAAR Cascade and Opencv from Videos.,2019-01-19,10131,124,0,Jan
1405,Pedestrian Detection using OpenCV from Videos,2019-01-19,10839,147,0,Jan
1406,Face and Eye Detection from Videos using HAAR Cascade Classifier,2019-01-19,15323,244,0,Jan
1407,Face Recognition using open CV and VGG 16 Transfer Learning,2019-01-18,23252,346,0,Jan
1408,Tutorial 11-Exploratory Data Analysis(EDA) of Titanic dataset,2019-01-17,201317,4181,0,Jan
1409,Implementing a Spam classifier in python| Natural Language Processing,2019-01-14,79869,1807,0,Jan
1410,Tutorial 44-Balanced vs Imbalanced Dataset and how to handle Imbalanced Dataset,2019-01-11,34294,764,0,Jan
1411,"Confusion matrix, Precision, Recall| Data Science Interview questions",2019-01-10,25523,566,0,Jan
1412,"CBSE to introduce artificial intelligence courses in classes 8, 9, 10",2019-01-06,1356,13,0,Jan
1413,Covariance in Statistics,2019-01-05,101828,2288,0,Jan
1414,Log Normal Distribution in Statistics,2019-01-05,106635,1682,0,Jan
1415,Natural Language Processing|TF-IDF for Machine Learning| Text Prerocessing,2019-01-04,63627,1528,0,Jan
1416,Gaussian distribution or Normal Distribution in statisctics,2019-01-03,89273,1881,0,Jan
1417,Natural Language Processing|BagofWords,2019-01-03,67318,1506,0,Jan
1418,Natural Language Processing|Lemmatization,2019-01-02,55233,907,0,Jan
1419,Natural Language Processing|Stemming,2019-01-01,68129,1218,0,Jan
1420,Natural Language Processing|Tokenization,2019-01-01,132887,2142,0,Jan
1421,Population vs Sample in Statistics,2018-12-31,156682,1761,0,Dec
1422,How to select the best model using cross validation in python,2018-09-04,50590,1224,0,Sep
1423,Computer Vision using Microsoft Cognitive Services for Images,2018-07-25,15145,169,0,Jul
